Brand,model,transmission,fuelType,year,mileage,tax,mpg,engineSize,paintQuality%,previousOwners,price
BMW, 1 Series,Manual,Diesel,2017,16000.0,145.0,,1.5,34.0,0,11490
Hyundai,,Manual,Petrol,2017,6200.0,145.0,60.1,1.0,57.0,1,7995
Toyota, Yaris,Automatic,Hybrid,2015,49479.0,0.0,78.0,1.5,41.0,1,10995
Mercedes, CL Class,Semi-Auto,Diesel,2019,,145.0,,2.2,71.0,1,26499
Mercedes, A Class,Automatic,Diesel,2019,11288.0,145.0,68.9,1.5,86.0,3,18798
Opel, Crossland X,Manual,Petrol,2019,83688.65539191502,145.0,47.1,1.2,39.0,2,11500
BMW, 5 Series,Automatic,Diesel,2019,1550.0,145.0,62.8,2.0,94.0,1,29850
VW, Polo,Manual,Petrol,2017,,145.0,60.1,2.9857934392613865,65.0,3,9841
Toyota, Yaris,Manual,Petrol,2019,6903.0,145.0,47.9,1.5,90.0,4,11811
Ford, Fiesta,Manual,Petrol,2016,33056.0,125.0,54.3,1.2,52.0,0,7580
VW, Polo,Manual,Petrol,2015,24857.0,20.0,60.1,1.2,30.0,1,8995
Hyundai, I10,Manual,Petrol,2017,29488.0,145.0,60.1,1.0,42.0,3,7603
BMW, Z4,Semi-Auto,Petrol,2019,1561.0,150.0,33.2,3.0,43.0,0,38850
Hyundai, I10,Manual,Petrol,2018,2442.0,145.0,57.7,1.2,32.0,3,8995
Ford, Fiesta,Manual,,2015,21261.0,0.0,65.7,1.0,40.0,4,9200
Skoda, Octavia,Automatic,Diesel,2015,74933.0,125.0,60.1,2.0,83.0,4,11030
VW, Up,Manual,Petrol,2017,37514.0,145.0,64.2,1.0,70.0,1,7400
VW, Golf,Semi-Auto,Petrol,2016,46941.0,205.0,39.8,2.0,35.0,4,17895
Opel, Mokka,Manual,Petrol,2016,8638.0,200.0,40.9,,34.0,4,9999
Skoda, Citigo,Manual,Petrol,2017,18637.0,20.0,64.2,1.0,33.0,4,6790
Opel,Corsa,Manual,Petrol,2014,42196.0,125.0,54.3,1.4,55.0,2,6000
Hyundai, Tucso,Manual,Diesel,2016,17574.0,30.0,,1.7,56.0,4,12499
VW, Caddy Life,Manual,Diesel,2020,1700.0,150.0,51.4,2.0,96.0,1,22000
Hyundai, Tucson,Semi-Auto,Diesel,2017,28393.0,145.0,57.7,1.7,32.0,1,17780
BMW, 3 Series,Manual,Diesel,2016,43400.0,125.0,,2.0,39.0,1,14995
Opel,Astra,Manual,Petrol,2016,34886.0,160.0,45.6,1.6,84.0,3,10250
Ford, Fiesta,Manual,Petrol,2016,16647.0,0.0,65.7,1.0,91.0,1,9998
Opel, Mokka X,Manual,Petrol,2017,26444.0,145.0,47.1,1.4,63.0,4,12500
, T-ROC,Semi-Auto,Diesel,2019,3831.0,,49.6,2.0,50.0,1,22990
Audi, Q5,Semi-Auto,Petrol,2017,17506.0,145.0,,2.0,75.0,0,31252
Audi, A4,Automatic,Diesel,2019,2798.0,145.0,44.8,2.0,81.0,2,29991
Hyundai, I30,Manual,Diesel,2015,50221.0,0.0,78.4,1.6,87.0,2,7298
VW, POLO,,Petrol,2017,22367.0,,58.9,1.0,,2,10175
Mercedes, GLA Class,Semi-Auto,Diesel,2018,11370.0,145.0,56.5,2.1,90.0,3,20799
Audi, Q2,Automatic,Petrol,2017,26821.0,145.0,52.3,1.4,98.0,1,19790
Opel, Insignia,Manual,Petrol,2017,55946.0,145.0,46.3,1.5,99.0,4,11499
Mercedes, A Class,Semi-Auto,Diesel,2019,3653.0,150.0,68.9,1.5,61.0,2,20199
Ford, Kuga,Manual,Diesel,2013,74576.0,145.0,53.3,2.0,71.0,4,8395
Skoda,Superb,Automatic,Diesel,2017,57254.0,,61.4,2.0,72.0,4,14495
BMW, 5 Series,Semi-Auto,Diesel,2019,4242.0,145.0,,3.0,82.0,1,39995
Audi, TT,Semi-Auto,Petrol,2015,44935.0,,44.1,2.0,77.0,1,17544
Toyota, GT86,Automatic,Petrol,2013,28335.0,,39.8,2.0,94.0,3,11599
Ford, Focus,Manual,Petrol,2018,15448.0,145.0,57.7,1.0,43.0,4,12998
Ford, Fiesta,Semi-Auto,Petrol,2017,26942.0,150.0,,1.0,60.0,2,11400
Opel, Mokka X,Manual,Petrol,2018,5547.0,145.0,,1.4,38.0,2,11800
Opel, Astra,Manual,Petrol,2017,32846.0,125.0,50.4,1.4,70.0,1,10498
Opel, Mokka,Manual,Petrol,2015,37090.0,160.0,44.8,1.4,70.0,2,8298
Ford, Fiesta,Semi-Auto,Petrol,,40478.0,145.0,47.9,1.6,55.0,2,7570
Ford, Ka+,Manual,Petrol,2017,14401.0,145.0,57.7,1.2,93.0,3,7299
Opel, Mokka X,Manual,Petrol,2019,,145.0,39.2,1.4,39.0,4,12298
Audi, A5,Automatic,Diesel,2014,88000.0,125.0,58.9,2.0,68.0,0,9990
Mercedes, A Class,Semi-Auto,Petrol,2017,19000.0,125.0,,1.6,98.0,3,17500
Mercedes, C Class,Automatic,Petrol,2011,61242.0,200.0,41.5,1.8,48.0,2,8894
Ford, Focus,Manual,Petrol,2018,19388.0,145.0,60.1,1.0,90.0,2,16800
VW, Tiguan,Manual,Diesel,2016,8948.0,125.0,,2.0,49.0,0,17990
Mercedes, E Class,Automatic,Diesel,2015,22000.0,140.0,,3.0,32.0,4,17480
Audi, A1,Manual,Petrol,2017,18698.0,150.0,67.3,1.0,43.0,1,12000
Opel, Insignia,Manual,Diesel,2016,17000.0,20.0,68.9,1.6,76.0,2,10995
Audi,,Semi-Auto,Petrol,2017,28988.0,150.0,47.9,1.4,66.0,,21995
Skoda, Fabia,Automatic,Petrol,2019,8193.0,150.0,60.1,1.0,46.0,3,14000
Mercedes, C Class,Automatic,Diesel,2016,25925.0,145.0,54.3,2.1,87.0,1,23950
Audi, A5,Semi-Auto,Diesel,2020,2000.0,145.0,51.4,2.0,98.0,3,29750
Skoda, Fabia,Manual,Petrol,2016,36850.0,20.0,60.1,,50.0,3,8499
Audi, A5,Manual,Diesel,2015,48853.0,145.0,56.5,2.0,38.0,4,15998
Ford, Fiesta,Manual,Petrol,2018,11539.0,145.0,60.1,1.0,50.0,1,9590
Mercedes, C Class,Semi-Auto,Diesel,2019,1000.0,145.0,57.7,2.0,98.0,4,32429
VW, Tiguan,Semi-Auto,,2019,9000.0,145.0,,2.0,57.0,4,33995
Audi, A1,Semi-Auto,Petrol,2020,5432.0,150.0,44.8,1.5,57.0,4,25888
Mercedes, GLC Class,Semi-Auto,Petrol,2019,4086.0,145.0,43.5,2.0,78.0,2,31649
VW, Polo,Manual,Petrol,2016,29549.0,20.0,60.1,1.0,47.0,1,7875
Skoda, Octavia,Manual,Diesel,2019,17.0,145.0,68.9,0.1914624239266638,92.0,4,14990
Hyundai, I20,Manual,Petrol,2016,20934.0,30.0,56.5,1.2,32.0,2,7760
Ford, Fiesta,Manual,Petrol,,11521.0,145.0,64.2,1.1,55.0,2,8900
Mercedes, GLC Class,Semi-Auto,Diesel,2015,,125.0,56.5,2.1,51.0,1,22990
Skoda, Superb,Semi-Auto,Diesel,2017,26777.0,145.0,61.4,2.0,46.0,0,16995
Opel, Corsa,Manual,Petrol,2017,37273.0,145.0,54.3,1.4,74.0,2,7998
Ford, Fiesta,Manual,Petrol,2018,26357.0,145.0,,1.0,33.0,0,10790
Opel, Astra,Semi-Auto,Diesel,2017,18769.0,30.0,62.8,1.6,76.0,0,10190
Toyota, Aygo,Manual,Petrol,2017,9092.0,0.0,,1.0,68.0,1,6890
Opel, Corsa,Manual,Petrol,2013,39300.0,125.0,,1.2,41.0,,5495
Mercedes, E Class,Semi-Auto,Diesel,2016,45143.0,30.0,65.7,2.0,37.0,0,18880
Mercedes, A CLASS,Automatic,Diesel,2016,25151.0,0.0,,1.5,90.0,4,13823
BMW, 4 Series,Manual,Petrol,2018,17024.0,145.0,,2.0,78.0,,18280
Opel, Corsa,Manual,Petrol,2012,48661.0,125.0,,1.2,99.0,0,4799
Ford, Fiesta,Manual,Petrol,2018,19550.0,145.0,56.5,1.0,68.0,0,11200
Hyundai, Tucson,Manual,Petrol,2019,101.0,145.0,,1.6,50.0,3,21490
Mercedes, GLC Class,Semi-Auto,Diesel,2017,21263.0,145.0,56.5,2.1,44.0,3,28998
BMW, 2 Series,Semi-Auto,Diesel,2020,5000.0,145.0,48.7,2.0,64.0,4,29999
Hyundai, Tucson,Manual,Petrol,2018,9046.0,145.0,44.8,1.6,87.0,2,15691
Mercedes, E Class,Automatic,Diesel,2015,50087.0,145.0,53.3,3.0,90.0,2,15998
Audi, Q3,Semi-Auto,Diesel,2013,52765.0,200.0,47.9,2.0,57.0,4,11998
Ford, Focus,Manual,Petrol,2018,11285.0,150.0,60.1,1.0,80.0,1,12000
Opel, Mokka X,Manual,Petrol,2017,3173.0,145.0,47.1,1.4,62.0,3,12698
Opel, Crossland X,Manual,Petrol,2019,15460.0,150.0,44.8,1.2,64.0,3,11698
Audi, Q3,Manual,Petrol,2019,3000.0,145.0,40.9,1.5,97.0,,24990
Audi, Q7,Semi-Auto,Diesel,2018,37923.0,145.0,48.7,3.0,78.0,1,33075
Ford, Fiest,Manual,Petrol,2018,7380.0,145.0,55.4,1.0,90.0,2,13995
Opel, Mokka,,Petrol,2016,15978.0,160.0,44.8,1.4,64.0,1,10400
Mercedes, GL Class,Automatic,Diesel,2016,36000.0,235.0,42.8,3.0,32.0,2,27990
Opel, GTC,Manual,Diesel,2017,67928.0,150.0,,1.6,54.0,1,7298
BMW, X1,Automatic,,2019,1100.0,145.0,60.1,2.0,56.0,1,25999
Hyundai, I10,Manual,Petrol,2018,14804.0,145.0,60.1,1.0,70.0,2,8490
Audi, Q5,Automatic,Diesel,2019,175.0,150.0,38.2,2.0,30.0,4,32500
BMW, 4 Series,Semi-Auto,Diesel,2020,16.0,,51.4,3.0,34.0,0,35100
Ford, Fiesta,Manual,Petrol,2016,,0.0,65.7,1.0,35.0,1,8698
Opel, Mokka X,Automatic,Petrol,2017,10000.0,145.0,43.5,1.4,63.0,3,13270
Toyota, RAV4,Automatic,Hybrid,2016,33390.0,20.0,55.4,2.5,80.0,0,21990
BMW, 2 Series,Manual,Diesel,2019,6521.0,145.0,60.1,2.0,62.0,2,22480
Toyota, Aygo,Manual,Petrol,2015,19714.0,0.0,69.0,1.0,59.0,3,6399
Ford, S-MAX,Manual,Diesel,2016,56583.0,125.0,56.5,2.0,53.0,0,15895
VW, Up,Manual,Petrol,2012,31566.0,0.0,68.9,1.0,68.0,0,4539
Audi,Q3,Semi-Auto,Diesel,2017,38235.0,145.0,55.4,2.0,53.0,2,19490
Ford, Focus,Manual,Petrol,2019,5257.0,145.0,58.9,1.0,93.0,3,15595
Mercedes, GLE Class,Automatic,Petrol,2016,41199.0,300.0,32.8,3.0,31.0,0,29570
BMW, 3 Series,Semi-Auto,Diesel,2019,5000.0,145.0,48.7,2.0,80.0,2,29500
Skoda, Kodiaq,Automatic,Diesel,2020,3000.0,150.0,38.7,2.0,87.0,4,36900
Mercedes, C Class,Automatic,Diesel,2019,7275.0,145.0,61.4,2.0,69.0,4,29450
Audi, A5,Automatic,Petrol,2019,2913.0,145.0,39.8,2.0,90.0,3,28450
Ford, Focus,Manual,Petrol,2017,33274.0,145.0,60.1,1.0,,3,10497
Skoda, Fabia,Manual,Petrol,2019,13046.0,145.0,61.4,1.0,42.0,1,11959
Audi, Q3,Semi-Auto,,,61000.0,205.0,47.9,2.0,33.0,1,10995
Mercedes, C Class,Automatic,Diesel,2016,41358.0,20.0,65.7,2.1,39.0,3,14999
Ford, Tourneo Connect,Manual,Petrol,2017,16310.0,125.0,50.4,1.0,31.0,1,10998
VW, Golf,Automatic,Diesel,2019,10000.0,145.0,49.6,2.0,88.0,1,26495
Ford, Fiesta,Manual,Petrol,2016,38043.0,0.0,65.7,1.0,35.0,4,8300
Ford, Focus,Semi-Auto,Petrol,2017,23361.0,145.0,51.4,1.0,49.0,2,11498
Audi, A4,Manual,Diesel,2015,84638.0,20.0,,,75.0,1,9249
Ford, Focus,Manual,Petrol,2019,7989.0,145.0,60.1,1.0,82.0,2,15700
Toyota, Auris,Manual,Petrol,2013,41959.0,145.0,47.9,1.6,69.0,2,6622
VW, Polo,Manual,Petrol,2017,17913.0,145.0,60.1,1.0,31.0,1,9677
Mercedes, CLS Class,Semi-Auto,Diesel,2015,40912.0,125.0,57.7,2.1,51.0,3,19298
Opel, Mokka X,Manual,Petrol,2019,5.0,145.0,,1.4,99.0,1,14999
Opel, Grandland X,Automatic,,2019,13321.0,145.0,57.7,2.0,81.0,2,21495
Opel, Corsa,Manual,Petrol,2013,53093.0,125.0,51.4,1.4,92.0,2,4561
Hyundai, Ioniq,Automatic,Hybrid,,37125.0,135.0,78.5,1.6,80.0,2,13789
Opel, Corsa,Manual,Petrol,2017,37800.0,30.0,55.4,1.4,98.0,0,6495
Hyundai, I30,Manual,Diesel,2014,38703.0,0.0,76.3,1.6,38.0,3,7174
VW, T-Ro,Manual,Petrol,2020,10.0,145.0,42.2,1.5,89.0,1,31895
Opel, Mokka,Automatic,Petrol,2015,16165.0,160.0,,1.4,73.0,1,10108
Toyota, Yaris,Automatic,Hybrid,2016,18525.0,0.0,86.0,1.5,46.0,1,11490
BMW, X3,Automatic,Diesel,2019,123.0,145.0,54.3,2.0,87.0,0,38900
Skoda, Fabi,Manual,Petrol,2019,5500.0,,60.1,1.0,47.0,2,11950
Opel, Astra,Manual,Petrol,2019,9634.0,145.0,62.8,1.0,62.0,0,15796
VW, Touareg,Semi-Auto,Diesel,2019,6306.0,145.0,,3.0,90.0,0,41782
Opel, Mokka,Manual,,2016,19966.0,200.0,40.9,1.6,98.0,3,9070
Mercedes, C Class,Automatic,Petrol,2019,2638.0,,45.6,1.5,44.0,2,26396
Ford, Focus,Manual,Diesel,2017,33432.0,0.0,74.3,1.5,44.0,1,9780
Ford, Kuga,Automatic,Petrol,2017,3379.0,299.473503908807,38.2,1.5,32.0,0,14698
Mercedes, C Class,Semi-Auto,Diesel,2017,23257.0,145.0,61.4,2.1,80.0,2,18660
Ford, Fiesta,Semi-Auto,Petrol,2017,14916.0,0.0,57.7,1.0,82.0,3,12000
Hyundai, i10,Semi-Auto,Petrol,2017,15526.0,150.0,47.9,1.2,86.0,4,8500
Audi, A5,Manual,Petrol,2017,12978.0,145.0,,2.0,98.0,0,20450
Skoda, Yeti,Semi-Auto,Petrol,2016,20967.0,,51.4,1.2,47.0,1,10747
Opel, Corsa,Manual,Petrol,2019,2378.0,145.0,43.5,1.4,56.0,1,9490
Audi, A4,Semi-Auto,Petrol,2020,20.0,145.0,40.9,2.0,43.0,1,32000
Toyota, Aygo,Semi-Auto,Petrol,2017,10160.0,145.0,,1.0,94.0,3,9498
Toyota, Yaris,Manual,Petrol,2018,18610.0,150.0,56.5,1.5,42.0,3,11885
Skoda, Yeti Outdoor,Semi-Auto,Petrol,2017,23470.0,150.0,,1.2,66.0,2,13495
VW, Golf,Automatic,Diesel,2015,39482.0,125.0,55.4,2.0,73.0,0,12219
Hyundai, I10,Manual,Petrol,2017,30367.0,145.0,57.7,1.2,79.0,4,7000
BMW, X3,Automatic,Diesel,2014,47925.0,160.0,50.4,2.0,94.0,4,14999
Opel, Corsa,Manual,Petrol,2016,26994.0,30.0,55.4,1.4,31.0,2,6995
Opel, Meriva,Manual,Diesel,2007,64000.0,145.0,37.7,1.7,72.0,4,2999
VW, Polo,Manual,Petrol,2019,7846.0,150.0,52.3,1.0,50.0,0,14226
Toyota, Auris,Automatic,Hybrid,2017,31316.0,0.0,78.5,1.8,54.0,0,16095
Hyundai, Tucson,Semi-Auto,Petrol,2019,4899.0,,35.8,1.6,41.0,4,25499
Opel, Corsa,Manual,Petrol,2016,21600.0,30.0,54.3,1.4,36.0,1,7490
Skoda, Fabia,Manual,Petrol,2014,29357.0,125.0,53.3,1.2,43.0,4,6798
Toyota, RAV4,Manual,Diesel,2014,52561.0,125.0,57.6,2.0,87.0,2,11000
Mercedes, C Class,Automatic,Diesel,2016,32044.0,20.0,64.2,2.1,79.0,3,17699
Ford, Fiesta,Semi-Auto,Petrol,2017,11235.0,0.0,57.7,1.0,46.0,4,10698
Ford, Fiesta,Manual,Petrol,2018,14980.0,145.0,65.7,1.0,65.0,3,10995
VW, Passat,Automatic,Diesel,2016,21186.0,30.0,62.8,2.0,36.0,4,13450
Skoda, Yeti Outdoor,Semi-Auto,Petrol,2017,27769.0,150.0,51.4,1.2,83.0,1,12999
Skoda, Octavia,Semi-Auto,Diesel,2019,83.0,145.0,64.2,2.0,68.0,1,23495
Ford, Focus,Semi-Auto,Petrol,2015,39250.0,165.0,44.8,1.6,35.0,1,8495
Ford, Fiesta,Manual,Petrol,2016,10864.0,125.0,54.3,1.2,73.0,3,8950
Opel, Mokka X,Semi-Auto,Petrol,2017,26916.0,160.0,43.5,1.4,99.0,2,12655
Opel, Mokka X,Manual,Petrol,2019,12012.0,145.0,39.2,1.4,62.0,1,12998
Ford, ECOSPORT,Manual,Diesel,2018,4835.0,145.0,58.9,1.5,60.0,4,15995
Toyota, Aygo,Manual,Petrol,2017,6736.0,150.0,68.9,1.0,73.0,2,8475
VW, Up,Manual,Petrol,2018,8382.0,150.0,68.9,1.0,68.0,1,9791
Opel, Mokka X,Manual,Petrol,2018,6378.0,145.0,47.1,1.4,32.0,3,12277
VW, Golf,Semi-Auto,Petrol,2016,17237.0,,53.3,1.4,73.0,2,13995
BMW, 6 Series,Automatic,Diesel,2015,62953.0,160.0,,3.0,65.0,1,18990
BMW, X7,Automatic,Diesel,2019,7278.0,145.0,31.4,3.0,31.0,4,74480
VW, Up,Manual,Petrol,2015,18644.0,20.0,62.8,1.0,78.0,0,6995
Opel, Astra,Manual,Diesel,2016,12311.0,0.0,85.6,1.6,33.0,1,8750
Opel,,Manual,Petrol,2017,4067.0,30.0,55.4,1.4,42.0,3,8370
Toyota, Aygo,Manual,,2017,28980.0,145.0,68.9,1.0,65.0,0,7549
Mercedes, C Class,Manual,Diesel,2015,42785.0,20.0,68.9,2.1,33.0,3,14999
Toyota, RAV4,,Hybrid,2017,28486.0,,55.4,0.1628659545028228,61.0,0,22995
Opel, Combo Life,Manual,Petrol,,2494.0,150.0,42.2,1.2,72.0,1,13999
Toyota, Aygo,Manual,Petrol,2017,37224.0,150.0,,1.0,98.0,4,6488
Mercedes, GLA Class,Semi-Auto,,2019,7489.0,,,1.6,37.0,4,24995
Opel, Corsa,Manual,Petrol,2017,7184.0,145.0,55.4,1.4,64.0,4,7490
Opel, Astr,Manual,Petrol,2018,18712.0,145.0,61.4,1.0,37.0,2,9999
Opel, Grandland X,Manual,Diesel,,2876.0,145.0,55.4,1.5,89.0,0,17499
Hyundai, Kona,Manual,Petrol,2018,,145.0,44.1,1.0,,3,17495
Hyundai, Kona,,Petrol,2019,15575.0,145.0,44.1,1.0,62.0,2,13591
Skoda, Octavia,Semi-Auto,Diesel,2016,48088.0,125.0,60.1,2.0,78.0,4,13882
Opel, Corsa,Manual,Petrol,2013,18273.0,125.0,51.4,1.4,87.0,1,5590
VW, Polo,Manual,Petrol,2016,27408.0,20.0,60.1,1.2,47.0,1,9750
VW, Golf,Semi-Auto,,2019,1302.0,145.0,52.3,2.0,84.0,4,20980
BMW, 1 Series,Manual,Petrol,2019,6097.0,145.0,53.3,1.5,31.0,2,18000
Audi, Q2,Manual,Diesel,2017,50841.0,,89.77369267180958,1.6,53.0,0,15529
Opel, Mokka X,Manual,Petrol,2017,17000.0,145.0,47.1,1.4,32.0,4,10990
BMW, 3 Series,Semi-Auto,Diesel,2015,25243.0,30.0,62.8,2.0,43.0,2,12998
BMW, 3 Series,,,2019,4400.0,145.0,52.3,2.0,91.0,2,31630
BMW, 2 Series,Semi-Auto,Diesel,2019,4887.0,145.0,65.7,2.0,84.0,2,21980
Opel, Mokka X,Manual,Petrol,2018,16000.0,145.0,39.2,1.4,61.0,3,11950
Audi, A5,Automatic,Diesel,2019,3306.0,145.0,51.4,2.0,83.0,3,32450
Toyota, Yaris,Manual,Petrol,2017,24868.0,30.0,58.0,1.3,33.0,1,8498
Opel, Astra,Manual,Petrol,2013,43341.0,165.0,44.8,1.6,64.0,3,5999
VW, Tiguan,Semi-Auto,Diesel,2019,,145.0,35.3,2.0,67.0,0,31990
BMW, X1,Semi-Auto,Diesel,2014,55000.0,150.0,56.5,0.3134065828348564,43.0,,10295
VW, Touran,Automatic,Petrol,2019,,145.0,38.7,1.5,40.0,0,24690
Ford, Fiesta,Manual,Diesel,2016,27580.0,0.0,78.5,1.5,65.0,4,9795
Audi, Q2,Automatic,Petrol,2019,7655.0,145.0,40.9,1.5,32.0,1,23888
Opel, Corsa,Manual,Petrol,2016,59538.0,30.0,,1.4,91.0,4,6457
BMW, 3 Series,Semi-Auto,Diesel,2019,13957.0,150.0,52.3,2.0,56.0,3,24998
Hyundai, Tucson,Manual,,2015,49464.0,30.0,61.7,1.7,63.0,4,11000
Toyota, Aygo,Manual,Petrol,2016,9572.0,0.0,69.0,1.0,96.0,2,7495
, X1,Manual,Diesel,2013,67000.0,160.0,51.4,2.0,41.0,4,7640
Opel, Zafira,Manual,Petrol,2016,20888.0,200.0,42.2,1.4,82.0,0,9970
Mercedes, GLC Class,Automatic,Diesel,2016,52852.0,125.0,56.5,2.1,87.0,0,21750
Ford, C-MAX,Manual,Diesel,2019,8081.0,145.0,68.9,1.5,96.0,4,12600
, T-Cross,Automatic,Petrol,2019,2500.0,145.0,45.6,1.0,68.0,2,19400
Ford, Fiesta,Manual,Petrol,2017,11270.0,145.0,,1.0,82.0,1,10399
Toyota, Aygo,Manual,Petrol,2016,37267.0,0.0,69.0,1.0,66.0,3,6300
BMW, X1,Automatic,Diesel,2014,58599.0,160.0,51.4,2.0,44.0,3,11499
VW, Golf,Manual,Petrol,2019,16019.0,145.0,49.6,1.0,79.0,2,12000
Skoda, Fabia,Manual,Petrol,2017,17500.0,145.0,58.8,,41.0,0,8662
Skoda, Citigo,Manual,Petrol,2017,20179.0,150.0,68.9,1.0,34.0,0,6995
Opel, Corsa,Manual,Petrol,2018,9470.0,145.0,49.6,1.4,55.0,1,10249
Audi, Q7,Semi-Auto,Diesel,2020,,145.0,33.2,3.0,72.0,3,62990
Skoda, Superb,Automatic,Diesel,2019,12700.0,145.0,61.4,2.0,47.0,1,21495
Opel, Corsa,Manual,Petrol,2017,7472.0,30.0,54.3,1.4,82.0,3,9999
VW, Golf,Semi-Auto,Diesel,2017,15384.0,,58.9,2.0,,2,17498
Ford, Focus,Manual,Diesel,2017,23273.0,145.0,,1.5,70.0,2,10491
Ford, Kuga,Manual,Diesel,2014,41711.0,,53.3,2.0,48.0,0,11198
BMW, X5,Automatic,Diesel,2017,18000.0,145.0,42.8,3.0,43.0,1,41500
VW, T-Roc,Automatic,Petrol,2019,5195.0,145.0,32.5,2.0,97.0,3,32990
Ford, Edge,Manual,Diesel,2017,27210.0,145.0,47.9,2.0,94.0,1,21060
BMW, X6,Semi-Auto,Diesel,2019,3371.0,145.0,,3.0,86.0,3,58990
Hyundai, I40,Manual,Diesel,2017,15326.0,145.0,65.7,1.7,74.0,4,10277
Toyota, Yaris,Manual,Petrol,2019,5931.0,145.0,47.9,1.5,31.0,3,12495
VW, Arteon,Manual,Diesel,2019,3000.0,145.0,52.3,2.0,99.0,4,29000
BMW, 2 Series,Semi-Auto,Petrol,2020,10.0,,50.4,1.5,36.0,0,20980
Opel, Corsa,Manual,Petrol,2016,4778.0,125.0,,1.4,51.0,3,8150
BMW,3 Series,Manual,Diesel,2016,51379.0,20.0,,2.0,39.0,1,12480
Hyundai, Tucson,Manual,Petrol,2018,16662.0,,34.9,1.6,75.0,4,15295
VW, Polo,Automatic,Other,2017,30892.0,145.0,60.1,1.2,30.0,0,12495
Opel, Zafira,Manual,Petrol,2017,8504.0,290.4867850792564,41.5,1.4,67.0,3,11298
BMW, 2 Series,Manual,Petrol,2019,3266.0,145.0,52.3,1.5,79.0,0,22000
Mercedes, GLA Class,Semi-Auto,Diesel,2019,12117.0,145.0,67.3,2.1,34.0,4,22199
BMW, 3 Series,Semi-Auto,Diesel,2019,4063.0,145.0,62.8,2.0,62.0,1,23980
Mercedes, A CLASS,Automatic,Diesel,2016,80987.0,20.0,67.3,2.1,43.0,3,13800
VW, Golf,Semi-Auto,Diesel,2019,10040.0,150.0,52.3,2.0,48.0,3,20290
Opel, Corsa,Manual,Petrol,2019,9260.0,150.0,43.5,1.4,41.0,1,10498
Skoda, Octavia,Manual,Petrol,2017,25037.0,20.0,62.8,1.0,79.0,3,9350
BMW, M3,Manual,Petrol,2009,65000.0,580.0,21.9,4.0,31.0,3,16950
Ford, Kuga,,Diesel,2017,,145.0,60.1,,49.0,4,16355
Audi, A3,Manual,Petrol,2017,19471.0,145.0,55.4,1.5,71.0,2,19300
Audi, A5,Automatic,Diesel,2019,3794.0,145.0,,2.0,38.0,4,31900
Audi, A6,Automatic,Diesel,2019,5950.0,145.0,50.4,2.0,83.0,2,26450
VW, POLO,Manual,Petrol,2016,19767.0,20.0,60.1,1.2,48.0,3,9990
Opel, Corsa,Manual,Petrol,2016,40385.0,30.0,54.3,1.4,92.0,0,7298
Ford, FIESTA,Manual,Petrol,2017,16782.0,125.0,54.3,1.2,82.0,3,7820
Mercedes, B Class,Semi-Auto,Diesel,2019,8939.0,145.0,54.3,2.0,67.0,3,26999
Audi, A4,Manual,Petrol,2019,3000.0,145.0,39.2,2.0,59.0,4,28000
Mercedes, GLC Class,Semi-Auto,Diesel,2019,3989.0,145.0,44.8,2.0,32.0,4,32480
Audi, a5,Manual,Petrol,2019,10.0,145.0,37.7,2.0,75.0,1,30990
Mercedes, A Class,Manual,Diesel,2013,,20.0,70.6,1.5,77.0,2,9795
Skoda, Fabia,Manual,Petrol,2019,7113.0,150.0,52.3,1.0,87.0,,13490
Opel, Astra,Manual,Diesel,2017,37331.0,20.0,72.4,1.6,62.0,4,8430
Ford, Kuga,Manual,Diesel,2017,23581.0,,60.1,2.0,74.0,1,14000
Mercedes, A Class,Automatic,Petrol,2018,,145.0,,1.3,51.0,3,19750
Ford, Mustang,Manual,Petrol,2020,100.0,145.0,22.8,5.0,32.0,0,41000
Opel, Crossland X,Automatic,Diesel,2019,11048.0,145.0,,1.5,78.0,3,18999
Ford, Focus,Manual,Petrol,2017,5063.0,20.0,61.4,1.0,41.0,2,11295
BMW, X5,Semi-Auto,Diesel,2019,9591.0,,37.7,3.0,90.0,4,48980
Opel, Astra,Manual,Diesel,2017,68397.0,0.0,85.6,1.6,62.0,1,7070
VW, T-Roc,Manual,Diesel,2019,10182.0,145.0,,1.6,87.0,2,19450
Audi, Q3,Manual,Diesel,2013,36954.0,145.0,54.3,2.0,89.0,3,11699
Opel, Ada,Manual,Petrol,2018,27704.0,145.0,53.3,1.2,66.0,3,8799
BMW, X1,Semi-Auto,Diesel,2017,46622.0,125.0,57.6,2.0,64.0,1,16998
Mercedes, A Class,Manual,Petrol,2020,1932.0,145.0,,1.3,79.0,3,28200
VW, Golf SV,Manual,Diesel,2016,40421.0,30.0,65.7,2.0,58.0,1,9450
Opel,,Manual,Petrol,2019,13534.0,145.0,43.5,1.4,82.0,0,8690
BMW, 2 Series,Manual,Petrol,2016,26089.0,30.0,55.4,1.5,47.0,0,11976
Ford, Fiesta,Manual,Petrol,2019,10248.0,145.0,58.9,1.0,98.0,4,13498
Mercedes, GLA Class,Semi-Auto,Diesel,2017,26850.0,150.0,58.9,2.1,34.0,1,19480
VW, T-Roc,Manual,Petrol,2018,15000.0,,55.4,1.0,82.0,4,17999
Audi, A6,Manual,Diesel,2016,32808.0,30.0,61.4,2.0,36.0,2,16600
